opsCode,opsText,opsText_alt,Kombiprodukt,Substanzangabe_aus_OPS-Code,1Substanz_allg_engl_INN_oder_sonst,2Substanz_allg_engl_INN_oder_sonst,3Substanz_allg_engl_INN_oder_sonst,4Substanz_allg_engl_INN_oder_sonst,Einheit_Wert_min,Einheit_Wert_max,UCUM-Code,UCUM-Description,Kommentar SZ,Routes and Methods of Administration - Concept Code,Routes and Methods of Administration - Term,Administration Method - ID,Administration Method - Name,Code Intended Site (EDQM),Intended Site (EDQM),Routes and Methods of Administration - Concept Code.1,Routes and Methods of Administration - Term.1,Administration Method - ID.1,Administration Method - Name.1,Code Intended Site (EDQM).1,Intended Site (EDQM).1,EU-Zulassung? ,Strenght,Pharmaceutical Form,Packaging,Handelsname-Beispiel (Invented name),Kombi_ja_nein_beides,Substanzname_Stoffkatalog,Substanz_genau_Bezeichnung_engl,UNII_Substanz_genau,ASK_Substanz_genau,CAS_Substanz_genau,Subst_genau_gleich_Subst_allgemein,Substanz_allg_engl_INN_oder_sonst,INN_englisch,UNII_Substanz_allg,ASK_Substanz_allg,CAS_Substanz_allg,Substanzname_ATC_DIMDI-Liste,ATC-Code_y,ATC-Code2_y,ATC-Code3_y,ATC-Code4_y,ATC-Code5_y,Bemerkung_zur_Substanz
6-002.28,Parenterale Applikation von 1.000 Mio. IE bis unter 1.200 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,1000,1200,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.29,Parenterale Applikation von 1.200 Mio. IE bis unter 1.400 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,1200,1400,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2a,Parenterale Applikation von 1.400 Mio. IE bis unter 1.600 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,1400,1600,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2b,Parenterale Applikation von 1.600 Mio. IE bis unter 1.800 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,1600,1800,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2c,Parenterale Applikation von 1.800 Mio. IE bis unter 2.000 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,1800,2000,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2d,Parenterale Applikation von 2.000 Mio. IE bis unter 2.200 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,2000,2200,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2e,Parenterale Applikation von 2.200 Mio. IE bis unter 2.400 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,2200,2400,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2f,Parenterale Applikation von 2.400 Mio. IE bis unter 2.600 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,2400,2600,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2g,Parenterale Applikation von 2.600 Mio. IE bis unter 2.800 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,2600,2800,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2h,Parenterale Applikation von 2.800 Mio. IE bis unter 3.000 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,2800,3000,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.2j,Parenterale Applikation von 3.000 Mio. IE oder mehr Lenograstim,,0,Lenograstim,lenograstim,,,,3000,,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.4c,"Parenterale Applikation von 30,0 mg bis unter 40,0 mg Topotecan",,0,Topotecan,topotecan,,,,"30,0","40,0",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,n,Topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,,topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,Topotecan,L01XX17,,,,,
6-002.4d,"Parenterale Applikation von 40,0 mg bis unter 50,0 mg Topotecan",,0,Topotecan,topotecan,,,,"40,0","50,0",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,n,Topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,,topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,Topotecan,L01XX17,,,,,
6-002.4e,"Parenterale Applikation von 50,0 mg bis unter 60,0 mg Topotecan",,0,Topotecan,topotecan,,,,"50,0","60,0",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,n,Topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,,topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,Topotecan,L01XX17,,,,,
6-002.4f,"Parenterale Applikation von 60,0 mg bis unter 70,0 mg Topotecan",,0,Topotecan,topotecan,,,,"60,0","70,0",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,n,Topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,,topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,Topotecan,L01XX17,,,,,
6-002.4g,"Parenterale Applikation von 70,0 mg oder mehr Topotecan",,0,Topotecan,topotecan,,,,"70,0",,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,n,Topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,,topotecan,topotecan,7M7YKX2N15,26985,123948-87-8,Topotecan,L01XX17,,,,,
6-002.50,"Orale Applikation von 1,00 g bis unter 1,75 g Voriconazol bei Patienten unter 15 Jahren",,0,Voriconazol,voriconazole,,,,"1,00","1,75",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.51,"Orale Applikation von 1,75 g bis unter 2,50 g Voriconazol bei Patienten unter 15 Jahren",,0,Voriconazol,voriconazole,,,,"1,75","2,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.52,"Orale Applikation von 2,50 g bis unter 3,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"2,50","3,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.53,"Orale Applikation von 3,50 g bis unter 4,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"3,50","4,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.54,"Orale Applikation von 4,50 g bis unter 6,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"4,50","6,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.55,"Orale Applikation von 6,50 g bis unter 8,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"6,50","8,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.56,"Orale Applikation von 8,50 g bis unter 10,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"8,50","10,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.57,"Orale Applikation von 10,50 g bis unter 15,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"10,50","15,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.58,"Orale Applikation von 15,50 g bis unter 20,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"15,50","20,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.59,"Orale Applikation von 20,50 g bis unter 25,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"20,50","25,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.5a,"Orale Applikation von 25,50 g bis unter 30,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"25,50","30,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.5c,"Orale Applikation von 30,50 g bis unter 35,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"30,50","35,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.5d,"Orale Applikation von 35,50 g bis unter 40,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"35,50","40,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.5e,"Orale Applikation von 40,50 g bis unter 45,50 g Voriconazol",,0,Voriconazol,voriconazole,,,,"40,50","45,50",g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.5f,"Orale Applikation von 45,50 g oder mehr Voriconazol",,0,Voriconazol,voriconazole,,,,"45,50",,g,gram,,20053000,Oral use,,,,,,,,,,,,,,,,n,Voriconazol,voriconazole,JFU09I87TR,26980,137234-62-9,,voriconazole,voriconazole,JFU09I87TR,26980,137234-62-9,Voriconazol,J02AC03,,,,,
6-002.70,Parenterale Applikation von 1 mg bis unter 3 mg Pegfilgrastim bei Patienten unter 15 Jahren,,0,Pegfilgrastim,pegfilgrastim,,,,1,3,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.71,Parenterale Applikation von 3 mg bis unter 6 mg Pegfilgrastim bei Patienten unter 15 Jahren,,0,Pegfilgrastim,pegfilgrastim,,,,3,6,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.72,Parenterale Applikation von 6 mg bis unter 12 mg Pegfilgrastim,,0,Pegfilgrastim,pegfilgrastim,,,,6,12,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.73,Parenterale Applikation von 12 mg bis unter 18 mg Pegfilgrastim,,0,Pegfilgrastim,pegfilgrastim,,,,12,18,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.74,Parenterale Applikation von 18 mg bis unter 24 mg Pegfilgrastim,,0,Pegfilgrastim,pegfilgrastim,,,,18,24,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.75,Parenterale Applikation von 24 mg bis unter 30 mg Pegfilgrastim,,0,Pegfilgrastim,pegfilgrastim,,,,24,30,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.76,Parenterale Applikation von 30 mg oder mehr Pegfilgrastim,,0,Pegfilgrastim,pegfilgrastim,,,,30,,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,ja,6 mg,Solution for injection,pre-filled syringe (glass) UND WEITERE,Neulasta und andere (meist noch pending,n,Pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,,pegfilgrastim,pegfilgrastim,3A58010674,31894,208265-92-3,Pegfilgrastim,L03AA13,,,,,
6-002.80,Parenterale Applikation von 10 mg bis unter 20 mg pegyliertem liposomalem Doxorubicin bei Patienten unter 15 Jahren,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,10,20,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.81,Parenterale Applikation von 20 mg bis unter 30 mg pegyliertem liposomalem Doxorubicin bei Patienten unter 15 Jahren,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,20,30,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.82,Parenterale Applikation von 30 mg bis unter 40 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,30,40,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.83,Parenterale Applikation von 40 mg bis unter 50 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,40,50,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.84,Parenterale Applikation von 50 mg bis unter 60 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,50,60,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.85,Parenterale Applikation von 60 mg bis unter 70 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,60,70,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.86,Parenterale Applikation von 70 mg bis unter 80 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,70,80,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.87,Parenterale Applikation von 80 mg bis unter 90 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,80,90,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.88,Parenterale Applikation von 90 mg bis unter 100 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,90,100,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.89,Parenterale Applikation von 100 mg bis unter 110 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,100,110,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8a,Parenterale Applikation von 110 mg bis unter 120 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,110,120,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8b,Parenterale Applikation von 120 mg bis unter 140 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,120,140,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8c,Parenterale Applikation von 140 mg bis unter 160 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,140,160,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8d,Parenterale Applikation von 160 mg bis unter 180 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,160,180,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8e,Parenterale Applikation von 180 mg bis unter 200 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,180,200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8f,Parenterale Applikation von 200 mg bis unter 220 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,200,220,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8g,Parenterale Applikation von 220 mg bis unter 240 mg pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,220,240,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.8h,Parenterale Applikation von 240 mg oder mehr pegyliertem liposomalem Doxorubicin,,0,pegyliertem liposomalem Doxorubicin,doxorubicin,,,,240,,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja, 2 mg/ml,Concentrate for solution for infusion,vial (glass),Caelyx,,,,,,,,doxorubicin,,80168379AG,,23214-92-8,Doxorubicin,L01DB01,,,,,
6-002.90,Parenterale Applikation von 150 mg bis unter 250 mg Bevacizumab,,0,Bevacizumab,bevacizumab,,,,150,250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,,bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,Bevacizumab,L01XC07,,,,,
6-002.91,Parenterale Applikation von 250 mg bis unter 350 mg Bevacizumab,,0,Bevacizumab,bevacizumab,,,,250,350,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,,bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,Bevacizumab,L01XC07,,,,,
6-002.92,Parenterale Applikation von 350 mg bis unter 450 mg Bevacizumab,,0,Bevacizumab,bevacizumab,,,,350,450,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,,bevacizumab,bevacizumab,2S9ZZM9Q9V,33758,216974-75-3,Bevacizumab,L01XC07,,,,,
